Species_updated_name_fishbase,Species_checklist_name,Species_used_name,Author,Class,Order,Family,Red_Sea,Mediterranean,Red_sea_endemic,Med_israeli_coast,Gulf_of_aqaba ,Lessepsian,First_israel_med_record,Pop_status_in_isreal,Lessepsian_med_distribution,Anti_Lessepsian,Distinct_Med_Red_distribution,Med_Red_distribution_explanation,Distinct_sp_Med_first_record_year,Comments,Home_range,Activity,Schooling,Water_level,Diet,Venomous,Poisonous
Negaprion acutidens,Negaprion acutidens,NA,Rüppell 1837,Elasmobranchii,Carcharhiniformes,Carcharhinidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,FC,0,0
Nemateleotris exquisita,Nemateleotris exquisita,NA,Randall & Connell 2013,Actinopteri,Gobiiformes,Ptereleotridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nemichthys curvirostris,Nemichthys curvirostris,NA,"(Strömman, 1896)",Actinopteri,Anguilliformes,Nemichthyidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nemichthys scolopaceus,Nemichthys scolopaceus,NA,"Richardson, 1848",Actinopteri,Anguilliformes,Nemichthyidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nemipterus bipunctatus,Nemipterus bipunctatus,NA,Valenciennes 1830,Actinopteri,Eupercaria/misc,Nemipteridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nemipterus japonicus,Nemipterus japonicus,NA,Bloch 1791,Actinopteri,Eupercaria/misc,Nemipteridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nemipterus peronii,Nemipterus peronii,NA,Valenciennes 1830,Actinopteri,Eupercaria/misc,Nemipteridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nemipterus randalli,Nemipterus randalli,Nemipterus randalli,"Russell, 1986",Actinopteri,Perciformes,Nemipteridae,1,1,0,1,1,1,2005,Local," Cyprus, Egypt, Lebanon, Syria, Turkey",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nemipterus zysron,Nemipterus zysron,NA,Bleeker 1857,Actinopteri,Eupercaria/misc,Nemipteridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Neobythites stefanovi,Neobythites stefanovi,NA,Nielsen & Uiblein 1993,Actinopteri,Ophidiiformes,Ophidiidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Neocentropogon mesedai,Neocentropogon mesedai,NA,Klausewitz 1985,Actinopteri,Perciformes/Scorpaenoidei,Tetrarogidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Neoglyphidodon melas,Neoglyphidodon melas,Neoglyphidodon melas,Cuvier 1830,Actinopteri,Ovalentaria/misc,Pomacentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Neogobius melanostomus,Neogobius melanostomus,NA,"(Pallas, 1811)",Actinopteri,Gobiiformes,Gobiidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Neomerinthe erostris,Neomerinthe erostris,NA,Alcock 1896,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Neoniphon sammara,Neoniphon sammara,Neoniphon sammara,Forsskål in Niebuhr 1775,Actinopteri,Holocentriformes,Holocentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,SmallG,Low,PK,1,0
Neopomacentrus cyanomos,Neopomacentrus cyanomos,NA,Bleeker 1856,Actinopteri,Ovalentaria/misc,Pomacentridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,LargeG,Low,PK,0,0
Neopomacentrus miryae,Neopomacentrus miryae,Neopomacentrus miryae,Dor & Allen 1977,Actinopteri,Ovalentaria/misc,Pomacentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,LargeG,Low,PK,0,0
Neopomacentrus xanthurus,Neopomacentrus xanthurus,NA,Allen & Randall 1981,Actinopteri,Ovalentaria/misc,Pomacentridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,LargeG,Low,PK,0,0
Neotrygon caeruleopunctata,Neotrygon caeruleopunctatus,NA,"Last, White & Séret 2016",Elasmobranchii,Myliobatiformes,Dasyatidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nerophis lumbriciformis,Nerophis lumbriciformis,NA,"(Jenyns, 1835)",Actinopteri,Syngnathiformes,Syngnathidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,PK,0,0
Nerophis maculatus,Nerophis maculatus,NA,"Rafinesque, 1810",Actinopteri,Syngnathiformes,Syngnathidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nerophis ophidion,Nerophis ophidion,NA,"(Linnaeus, 1758)",Actinopteri,Syngnathiformes,Syngnathidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Nettastoma melanura,Nettastoma melanurum,NA,"Rafinesque, 1810",Actinopteri,Anguilliformes,Nettastomatidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Netuma thalassina,Netuma thalassina,NA,Rüppell 1837,Actinopteri,Siluriformes,Ariidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nezumia aequalis,Nezumia aequalis,NA,"(Günther, 1878)",Actinopteri,Gadiformes,Macrouridae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nezumia sclerorhynchus,Nezumia sclerorhynchus,NA,"(Valenciennes, 1838)",Actinopteri,Gadiformes,Macrouridae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Norfolkia brachylepis,Norfolkia brachylepis,NA,Schultz 1960,Actinopteri,Blenniiformes,Tripterygiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Notacanthus bonaparte,Notacanthus bonaparte,NA,"Risso, 1840",Actinopteri,Notacanthiformes,Notacanthidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Notoscopelus bolini,Notoscopelus bolini,NA,"Nafpaktitis, 1975",Actinopteri,Myctophiformes,Myctophidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Notoscopelus elongatus,Notoscopelus elongatus,NA,"(Costa, 1844)",Actinopteri,Myctophiformes,Myctophidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Notoscopelus kroyeri,Notoscopelus kroyeri,NA,"(Malm, 1861)",Actinopteri,Myctophiformes,Myctophidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Novaculichthys taeniourus,Novaculichthys taeniourus,NA,Lacepčde 1801,Actinopteri,Eupercaria/misc,Labridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,IM,0,0
Novaculoides macrolepidotus,Novaculoides macrolepidotus,NA,Bloch 1791,Actinopteri,Eupercaria/misc,Labridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,IM,0,0
Oblada melanura,Oblada melanurus,Oblada melanura,"(Linnaeus, 1758)",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,MedG,High,PK,0,0
Obliquogobius turkayi,Obliquogobius turkayi,NA,Goren 1992,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Odondebuenia balearica,Odondebuenia balearica,NA,"(Pellegrin & Fage, 1907)",Actinopteri,Gobiiformes,Gobiidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,OM,0,0
Odontaspis ferox,Odontaspis ferox,NA,"(Risso, 1810)",Elasmobranchii,Lamniformes,Odontaspididae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Odonus niger,Odonus niger,Odonus niger,Rüppell 1836,Actinopteri,Tetraodontiformes,Balistidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,MedG,High,PK,0,0
Oedalechilus labeo,Oedalechilus labeo,NA,"(Cuvier, 1829)",Actinopteri,Mugiliformes,Mugilidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Omobranchus fasciolatus,Omobranchus fasciolatus,NA,Valenciennes 1836,Actinopteri,Blenniiformes,Blenniidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,HD,0,0
Omobranchus punctatus,Omobranchus punctatus,NA,"(Valenciennes, 1836)",Actinopteri,Blenniiformes,Blenniidae,1,1,0,1,1,1,2003,Single Record,Turkey,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,HD,0,0
Omobranchus steinitzi,Omobranchus steinitzi,NA,Springer & Gomon 1975,Actinopteri,Blenniiformes,Blenniidae,1,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,HD,0,0
Onigocia bimaculata,Onigocia bimaculata,NA,"Knapp, Imamura & Sakashita 2000",Actinopteri,Perciformes/Scorpaenoidei,Platycephalidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Opeatogenys gracilis,Opeatogenys gracilis,NA,"(Canestrini, 1864)",Actinopteri,Gobiesociformes,Gobiesocidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Ophichthus echeloides,Ophichthus echeloides,Ophichthus echeloides,D'Ancona 1928,Actinopteri,Anguilliformes,Ophichthidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Ophichthus erabo,Ophichthus erabo,NA,Jordan & Snyder 1901,Actinopteri,Anguilliformes,Ophichthidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Ophichthus rufus,Ophichthus rufus,NA,"(Rafinesque, 1810)",Actinopteri,Anguilliformes,Ophichthidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Ophidion barbatum,Ophidion barbatum,NA,"Linnaeus, 1758",Actinopteri,Ophidiiformes,Ophidiidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Ophidion rochei,Ophidion rochei,NA,"Müller, 1845",Actinopteri,Ophidiiformes,Ophidiidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Ophidion smithi,Ophidion smithi,NA,Fowler 1934,Actinopteri,Ophidiiformes,Ophidiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Ophisurus serpens,Ophisurus serpens,NA,"(Linnaeus, 1758)",Actinopteri,Anguilliformes,Ophichthidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Opistognathus dipharus,Opistognathus dipharus,NA,Smith-Vaniz 2010,Actinopteri,Ovalentaria/misc,Opistognathidae,1,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Opistognathus nigromarginatus,Opistognathus nigromarginatus,NA,Rüppell 1830,Actinopteri,Ovalentaria/misc,Opistognathidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Oplegnathus fasciatus,Oplegnathus fasciatus,NA,"(Temminck & Schlegel, 1844)",Actinopteri,Centrarchiformes,Oplegnathidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,SmallG,Bottom,IM,0,0
Oplopomus oplopomus,Oplopomus oplopomus,NA,Valenciennes 1837,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Orcynopsis unicolor,Orcynopsis unicolor,NA,"(Geoffroy Saint-Hilaire, 1817)",Actinopteri,Scombriformes,Scombridae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Oreochromis mossambicus,Oreochromis mossambicus,NA,Peters 1852,Actinopteri,Cichliformes,Cichlidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Orthopristis chrysoptera,Orthopristis chrysoptera,NA,"(Linnaeus, 1766)",Actinopteri,Perciformes,Haemulidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Osteomugil cunnesius,Moolgarda cunnesius,NA,Valenciennes 1836,Actinopteri,Mugiliformes,Mugilidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Osteomugil speigleri,Moolgarda speigleri,NA,Bleeker 1858,Actinopteri,Mugiliformes,Mugilidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Ostichthys acanthorhinus,Ostichthys acanthorhinus,NA,"Randall, Shimizu & Yamakawa 1982",Actinopteri,Holocentriformes,Holocentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Ostichthys hypsufensis,Ostichthys sufensis,NA,Golani 1984,Actinopteri,Holocentriformes,Holocentridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Ostorhinchus apogonoides,Ostorhinchus apogonoides,NA,Bleeker 1856,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Pair,Low,IM,0,0
Ostorhinchus bryx,Ostorhinchus bryx,NA,Fraser 1998,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,SmallG,Low,PK,0,0
Ostorhinchus cookii,Ostorhinchus cookii,Ostorhinchus cookii,Macleay 1881,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,SmallG,Bottom,PK,0,0
Ostorhinchus cyanosoma,Ostorhinchus cyanosoma,Ostorhinchus cyanosoma,Bleeker 1853,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,MedG,Low,PK,0,0
Ostorhinchus fasciatus,Ostorhinchus fasciatus,NA,"(Shaw, 1790)",Actinopteri,Perciformes,Apogonidae,1,1,0,1,1,1,2008,Rare,"Cyprus, Egypt, Lebanon, Turkey",0,0,NA,NA,NA,Sed,Night,MedG,Low,PK,0,0
Ostorhinchus fleurieu,Ostorhinchus fleurieu,Ostorhinchus fleurieu,Lacepčde 1802,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Pair,Low,PK,0,0
Ostorhinchus gularis,Ostorhinchus gularis,NA,Fraser & Lachner 1984,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,SmallG,Low,PK,0,0
Ostorhinchus nigrofasciatus,Ostorhinchus nigrofasciatus,Ostorhinchus nigrofasciatus,Lachner 1953,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Pair,Low,PK,0,0
Ostorhinchus pselion,Ostorhinchus pselion,Ostorhinchus pselion,"Randall, Fraser & Lachner 1990",Actinopteri,Kurtiformes,Apogonidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,MedG,Low,PK,0,0
Ostorhinchus spilurus,Ostorhinchus spilurus,NA,Regan 1905,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,SmallG,Low,PK,0,0
Ostracion cubicum,Ostracion cubicus,Ostracion cubicum,"Linnaeus, 1758",Actinopteri,Tetraodontiformes,Ostraciidae,1,1,0,1,1,1,2017,Rare,"Lebanon, Turkey ",0,0,NA,NA,NA,Mob,Day,Sol,Bottom,IS,0,0
Ostracion cyanurus,Ostracion cyanurus,Ostracion cyanurus,Rüppell 1828,Actinopteri,Tetraodontiformes,Ostraciidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,IM,0,0
Oxycheilinus arenatus,Oxycheilinus arenatus,NA,Valenciennes 1840,Actinopteri,Eupercaria/misc,Labridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,IM,0,0
Oxycheilinus digramma,Oxycheilinus digramma,Oxycheilinus digramma,Lacepčde 1802,Actinopteri,Eupercaria/misc,Labridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Low,FC,0,0
Oxycheilinus mentalis,Oxycheilinus mentalis,Oxycheilinus mentalis,Rüppell 1828,Actinopteri,Eupercaria/misc,Labridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,IM,0,0
Oxycheilinus orientalis,Oxycheilinus orientalis,NA,Günther 1862,Actinopteri,Eupercaria/misc,Labridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,IM,0,0
Oxycirrhites typus,Oxycirrhites typus,NA,Bleeker 1857,Actinopteri,Centrarchiformes,Cirrhitidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Oxymonacanthus halli,Oxymonacanthus halli,Oxymonacanthus halli,Marshall 1952,Actinopteri,Tetraodontiformes,Monacanthidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Pair,Bottom,IS,0,0
Oxynotus centrina,Oxynotus centrina,NA,"(Linnaeus, 1758)",Elasmobranchii,Squaliformes,Oxynotidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Oxyurichthys petersii,Oxyurichthys petersii,NA,"(Klunzinger, 1871)",Actinopteri,Gobiiformes,Gobiidae,1,1,1,1,0,1,1982,Common,"Egypt, Greece, Lebanon, Malta, Syria, Turkey",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pagellus acarne,Pagellus acarne,Pagellus acarne,"(Risso, 1827)",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Low,IM,0,0
Pagellus bellottii,Pagellus bellottii,NA,"Steindachner, 1882",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Low,FC,0,0
Pagellus bogaraveo,Pagellus bogaraveo,NA,"(Brünnich, 1768)",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Low,IM,0,0
Pagellus erythrinus,Pagellus erythrinus,Pagellus erythrinus,"(Linnaeus, 1758)",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Low,IM,0,0
Pagrus auriga,Pagrus auriga,Pagrus auriga,"Valenciennes, 1843",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Low,IM,0,0
Pagrus caeruleostictus,Pagrus caeruleostictus,Pagrus caeruleostictus,"(Valenciennes, 1830)",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Low,IM,0,0
Pagrus major,Pagrus major,NA,"(Temminck & Schlegel, 1843)",Actinopteri,Perciformes,Sparidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,Bottom,IM,0,0
Pagrus pagrus,Pagrus pagrus,Pagrus pagrus,"(Linnaeus, 1758)",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Low,IM,0,0
Palutrus meteori,Palutrus meteori,NA,Klausewitz & Zander 1967,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Palutrus scapulopunctatus,Palutrus scapulopunctatus,NA,de Beaufort 1912,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Pampus argenteus,Pampus argenteus,NA,"(Euphrasen, 1788)",Actinopteri,Scombriformes,Stromateidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Panturichthys fowleri,Panturichthys fowleri,NA,"(Ben-Tuvia, 1953)",Actinopteri,Anguilliformes,Heterenchelyidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Papilloculiceps longiceps,Papilloculiceps longiceps,Papilloculiceps longiceps,"(Cuvier, 1829)",Actinopteri,Perciformes,Platycephalidae,1,1,0,1,1,1,1986,Rare,,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Parablennius cyclops,Parablennius cyclops,NA,Rüppell 1830,Actinopteri,Blenniiformes,Blenniidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,HD,0,0
Parablennius gattorugine,Parablennius gattorugine,Parablennius gattorugine,"(Linnaeus,1758)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,OM,0,0
Parablennius incognitus,Parablennius incognitus,Parablennius incognitus,"(Bath, 1968)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Parablennius pilicornis,Parablennius pilicornis,Parablennius pilicornis,"(Cuvier, 1829)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Parablennius rouxi,Parablennius rouxi,Parablennius rouxi,"(Cocco, 1833)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,OM,0,0
Parablennius sanguinolentus,Parablennius sanguinolentus,NA,"(Pallas, 1814)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Parablennius tentacularis,Parablennius tentacularis,Parablennius tentacularis,"(Brünnich, 1768)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Parablennius thysanius,Parablennius thysanius,NA,"(Jordan & Seale, 1907)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,HD,0,0
Parablennius zvonimiri,Parablennius zvonimiri,Parablennius zvonimiri,"(Kolombatovi?, 1892)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Parabothus budkeri,Parabothus budkeri,NA,Chabanaud 1943,Actinopteri,Pleuronectiformes,Bothidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Paracaesio sordida,Paracaesio sordidus,Paracaesio sordida,Abe & Shinohara 1962,Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,MedG,High,PK,0,0
Paracanthurus hepatus,Paracanthurus hepatus,NA,"(Linnaeus, 1766)",Actinopteri,Acanthuriformes,Acanthuridae,0,1,0,0,0,1,2015,Single Record,,0,0,NA,NA,NA,Sed,Day,MedG,Bottom,HD,1,0
Paracheilinus octotaenia,Paracheilinus octotaenia,Paracheilinus octotaenia,Fourmanoir in Roux-Estčve & Fourmanoir 1955,Actinopteri,Eupercaria/misc,Labridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,MedG,Low,PK,0,0
Paracirrhites forsteri,Paracirrhites forsteri,Paracirrhites forsteri,Schneider 1801,Actinopteri,Centrarchiformes,Cirrhitidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,FC,0,0
Paragobiodon echinocephalus,Paragobiodon echinocephalus,Paragobiodon echinocephalus,Rüppell 1830,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IS,0,0
Paragobiodon xanthosoma,Paragobiodon xanthosoma,Paragobiodon xanthosoma,Bleeker 1852,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Pair,Bottom,IS,0,0
Paragunnellichthys springeri,Paragunnellichthys springeri,NA,Dawson 1970,Actinopteri,Gobiiformes,Microdesmidae,1,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Pair,Low,PK,0,0
Paralepis coregonoides,Paralepis coregonoides,NA,"Risso, 1820",Actinopteri,Aulopiformes,Paralepididae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Paralepis speciosa,Paralepis speciosa,NA,"Bellotti, 1878",Actinopteri,Aulopiformes,Paralepididae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Paralichthys lethostigma,Paralichthys lethostigma,NA,"Jordan & Gilbert, 1884",Actinopteri,Carangiformes,Paralichthyidae,0,1,0,1,0,1,2009,Single Record,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Paraliparis murieli,Paraliparis murieli,NA,"Matallanas, 1984",Actinopteri,Perciformes,Liparidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
