Species_updated_name_fishbase,Species_checklist_name,Species_used_name,Author,Class,Order,Family,Red_Sea,Mediterranean,Red_sea_endemic,Med_israeli_coast,Gulf_of_aqaba ,Lessepsian,First_israel_med_record,Pop_status_in_isreal,Lessepsian_med_distribution,Anti_Lessepsian,Distinct_Med_Red_distribution,Med_Red_distribution_explanation,Distinct_sp_Med_first_record_year,Comments,Home_range,Activity,Schooling,Water_level,Diet,Venomous,Poisonous
Lithognathus mormyrus,Lithognathus mormyrus,Lithognathus mormyrus,"(Linnaeus, 1758)",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Lobianchia dofleini,Lobianchia dofleini,NA,"(Zugmayer, 1911)",Actinopteri,Myctophiformes,Myctophidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Lobianchia gemellarii,Lobianchia gemellarii,NA,"(Cocco, 1838)",Actinopteri,Myctophiformes,Myctophidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Lobotes surinamensis,Lobotes surinamensis,NA,"(Bloch, 1790)",Actinopteri,Acanthuriformes,Lobotidae,1,1,0,1,1,0,NA,NA,NA,0,1,known_distribution,,NA,NA,NA,NA,NA,NA,0,0
Lophiomus setigerus,Lophiomus setigerus,NA,Vahl 1797,Actinopteri,Lophiiformes,Lophiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Lophius budegassa,Lophius budegassa,NA,"Spinola, 1807",Actinopteri,Lophiiformes,Lophiidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Lophius piscatorius,Lophius piscatorius,NA,"Linnaeus, 1758",Actinopteri,Lophiiformes,Lophiidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Lophotus lacepede,Lophotus lacepede,NA,"Giorna, 1809",Actinopteri,Lampriformes,Lophotidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Lotilia graciliosa,Lotilia graciliosa,Lotilia graciliosa,Klausewitz 1960,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Loxodon macrorhinus,Loxodon macrorhinus,NA,Müller & Henle 1839,Elasmobranchii,Carcharhiniformes,Carcharhinidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Luposicya lupus,Luposicya lupus,NA,Smith 1959,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Lutjanus argentimaculatus,Lutjanus argentimaculatus,NA,"(Forsskål, 1775)",Actinopteri,Perciformes,Lutjanidae,1,1,0,1,1,1,2018,rare,"Lebanon, Turkey",0,0,NA,NA,NA,Mob,Night,MedG,Low,FC,0,0
Lutjanus bohar,Lutjanus bohar,Lutjanus bohar,Forsskål in Niebuhr 1775,Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,MedG,Low,FC,0,0
Lutjanus coeruleolineatus,Lutjanus coeruleolineatus,NA,Rüppell 1838,Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,SmallG,Low,IM,0,0
Lutjanus ehrenbergii,Lutjanus ehrenbergii,NA,Peters 1869,Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,SmallG,Low,IM,0,0
Lutjanus fulviflamma,Lutjanus fulviflamma,Lutjanus fulviflamma,(Forsskål 1775),Actinopteri,Perciformes,Lutjanidae,1,1,0,0,1,0,NA,NA,NA,0,1,introducued/invaded,2013,NA,Mob,Both,MedG,Low,IM,0,0
Lutjanus fulvus,Lutjanus fulvus,NA,Forster 1801,Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,SmallG,Low,IM,0,0
Lutjanus gibbus,Lutjanus gibbus,NA,Forsskål in Niebuhr 1775,Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,MedG,Bottom,IM,0,0
Lutjanus indicus,Lutjanus indicus,NA,"Allen, White & Erdmann 2013",Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Lutjanus jocu,Lutjanus jocu,NA,"(Bloch & Schneider, 1801)",Actinopteri,Perciformes,Lutjanidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Low,IM,0,0
Lutjanus kasmira,Lutjanus kasmira,NA,Forsskål in Niebuhr 1775,Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,LargeG,Low,IM,0,0
Lutjanus lutjanus,Lutjanus lutjanus,NA,Bloch 1790,Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,LargeG,Low,IM,0,0
Lutjanus monostigma,Lutjanus monostigma,NA,Cuvier 1828,Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,SmallG,Low,FC,0,0
Lutjanus rivulatus,Lutjanus rivulatus,NA,Cuvier 1828,Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,Sol,Low,FC,0,0
Lutjanus sanguineus,Lutjanus sanguineus,NA,Cuvier 1828,Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,SmallG,Low,FC,0,0
Lutjanus sapphirolineatus,Lutjanus sapphirolineatus,NA,"Iwatsuki, Al-Mamry & Heemstra 2016",Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Lutjanus sebae,Lutjanus sebae,NA,"(Cuvier, 1816)",Actinopteri,Perciformes,Lutjanidae,1,1,0,0,0,0,NA,NA,NA,0,1,introducued/invaded,2010,NA,Mob,Night,SmallG,Low,FC,0,0
Luvarus imperialis,Luvarus imperialis,NA,"Rafinesque, 1810",Actinopteri,Acanthuriformes,Luvaridae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Macolor niger,Macolor niger,NA,Forsskål in Niebuhr 1775,Actinopteri,Eupercaria/misc,Lutjanidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,MedG,High,PK,0,0
Macrodontogobius wilburi,Macrodontogobius wilburi,NA,Herre 1936,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Macropharyngodon marisrubri,Macropharyngodon marisrubri,Macropharyngodon marisrubri,Randall 1978,Actinopteri,Eupercaria/misc,Labridae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Macroramphosus scolopax,Macroramphosus scolopax,NA,"(Linnaeus, 1758)",Actinopteri,Syngnathiformes,Centriscidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Maculabatis ambigua,Maculabatis ambigua,NA,"Last, Bogorodsky & Alpermann 201",Elasmobranchii,Myliobatiformes,Dasyatidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Malacanthus brevirostris,Malacanthus brevirostris,Malacanthus brevirostris,Guichenot 1848,Actinopteri,Eupercaria/misc,Malacanthidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Pair,Low,IM,0,0
Malacanthus latovittatus,Malacanthus latovittatus,NA,Lacepčde 1801,Actinopteri,Eupercaria/misc,Malacanthidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Pair,Low,IM,0,0
Masturus lanceolatus,Masturus lanceolatus,NA,Liénard 1841,Actinopteri,Tetraodontiformes,Molidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Maurolicus mucronatus,Maurolicus mucronatus,NA,Klunzinger 1871,Actinopteri,Stomiiformes,Sternoptychidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Maurolicus muelleri,Maurolicus muelleri,NA,"(Gmelin, 1789)",Actinopteri,Stomiiformes,Sternoptychidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Megalaspis cordyla,Megalaspis cordyla,NA,Linnaeus 1758,Actinopteri,Carangiformes,Carangidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
Megalops cyprinoides,Megalops cyprinoides,NA,Broussonet 1782,Actinopteri,Elopiformes,Megalopidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
Meiacanthus nigrolineatus,Meiacanthus nigrolineatus,Meiacanthus nigrolineatus,Smith-Vaniz 1969,Actinopteri,Blenniiformes,Blenniidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Low,PK,1,0
Melanostigma atlanticum,Melanostigma atlanticum,NA,"Koefoed, 1952",Actinopteri,Perciformes,Zoarcidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Merlangius merlangus,Merlangius merlangus,NA,"(Linnaeus, 1758)",Actinopteri,Gadiformes,Gadidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,LargeG,High,IM,0,0
Merluccius merluccius,Merluccius merluccius,NA,"(Linnaeus, 1758)",Actinopteri,Gadiformes,Merlucciidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Microbrotula bentleyi,Microbrotula bentleyi,NA,Anderson 2005,Actinopteri,Ophidiiformes,Bythitidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Microchirus azevia,Microchirus azevia,NA,"(de Brito Capello, 1867)",Actinopteri,Carangiformes,Soleidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Microchirus boscanion,Microchirus boscanion,NA,"(Chabanaud, 1926)",Actinopteri,Carangiformes,Soleidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Microchirus ocellatus,Microchirus ocellatus,NA,"(Linnaeus, 1758)",Actinopteri,Carangiformes,Soleidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Microchirus variegatus,Microchirus variegatus,NA,"(Donovan, 1808)",Actinopteri,Carangiformes,Soleidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Micrognathus andersonii,Micrognathus andersonii,NA,Bleeker 1858,Actinopteri,Syngnathiformes,Syngnathidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Micrognathus brevirostris,Micrognathus brevirostris,NA,Rüppell 1838,Actinopteri,Syngnathiformes,Syngnathidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Microichthys coccoi,Microichthys coccoi,NA,"Rüppell, 1852",Actinopteri,Acropomatiformes,Epigonidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Microichthys sanzoi,Microichthys sanzoi,NA,"Spartą, 1950",Actinopteri,Acropomatiformes,Epigonidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Microlipophrys adriaticus,Microlipophrys adriaticus,NA,"(Steindachner & Kolombatovi?, 1883)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Microlipophrys canevae,Microlipophrys canevae,NA,"(Vinciguerra, 1880)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Microlipophrys dalmatinus,Microlipophrys dalmatinus,NA,"(Steindachner & Kolombatovi?, 1883)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Microlipophrys nigriceps,Microlipophrys nigriceps,NA,"(Vinciguerra, 1883)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Micromesistius poutassou,Micromesistius poutassou,NA,"(Risso, 1827)",Actinopteri,Gadiformes,Gadidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Microstoma microstoma,Microstoma microstoma,NA,"(Risso, 1810)",Actinopteri,Argentiniformes,Microstomatidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Millerigobius macrocephalus,Millerigobius macrocephalus,NA,"(Kolombatovi?, 1891)",Actinopteri,Gobiiformes,Gobiidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Mimoblennius cirrosus,Mimoblennius cirrosus,Mimoblennius cirrosus,Smith-Vaniz & Springer 1971,Actinopteri,Blenniiformes,Blenniidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,HD,0,0
Minilabrus striatus,Minilabrus striatus,NA,Randall & Dor 1980,Actinopteri,Eupercaria/misc,Labridae,1,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,PK,0,0
Minous coccineus,Minous coccineus,NA,Alcock 1890,Actinopteri,Perciformes/Scorpaenoidei,Synanceiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,1,0
Minous inermis,Minous inermis,NA,Alcock 1889,Actinopteri,Perciformes/Scorpaenoidei,Synanceiidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,0,0
Minous trachycephalus,Minous trachycephalus,NA,Bleeker 1855,Actinopteri,Perciformes/Scorpaenoidei,Synanceiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,0,0
Minyichthys sentus,Minyichthys sentus,NA,"Dawson, 1982",Actinopteri,Syngnathiformes,Syngnathidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Mixomyrophis longidorsalis,Mixomyrophis longidorsalis,NA,"Hibino, Kimura & Golani 2015",Actinopteri,Anguilliformes,Ophichthidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Mobula alfredi,Mobula alfredi,NA,Krefft 1868,Elasmobranchii,Myliobatiformes,Mobulidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Mobula birostris,Mobula birostris,NA,Walbaum 1792,Elasmobranchii,Myliobatiformes,Mobulidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Mobula kuhlii,Mobula kuhlii,NA,Müller & Henle 1841,Elasmobranchii,Myliobatiformes,Mobulidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Mobula mobular,Mobula mobular,NA,"(Bonnaterre, 1788)",Elasmobranchii,Myliobatiformes,Mobulidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Mobula tarapacana,Mobula tarapacana,NA,Philippi 1892,Elasmobranchii,Myliobatiformes,Mobulidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,PK,0,0
Mobula thurstoni,Mobula thurstoni,NA,Lloyd 1908,Elasmobranchii,Myliobatiformes,Mobulidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Mola alexandrini,Mola alexandrini,NA,"(Ranzani, 1839)",Actinopteri,Tetraodontiformes,Molidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Mola mola,Mola mola,NA,"(Linnaeus, 1758)",Actinopteri,Tetraodontiformes,Molidae,1,1,0,1,0,0,NA,NA,NA,0,1,known_distribution,,NA,NA,NA,NA,NA,NA,0,1
Molva macrophthalma,Molva macrophthalma,NA,"(Rafinesque, 1810)",Actinopteri,Gadiformes,Lotidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Molva molva,Molva molva,NA,"(Linnaeus, 1758)",Actinopteri,Gadiformes,Lotidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Monocentris japonica,Monocentris japonica,Monocentris japonica,Houttuyn 1782,Actinopteri,Trachichthyiformes,Monocentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,SmallG,Low,IM,0,0
Monochirus hispidus,Monochirus hispidus,NA,"Rafinesque, 1814",Actinopteri,Carangiformes,Soleidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Monodactylus argenteus,Monodactylus argenteus,NA,Linnaeus 1758,Actinopteri,Eupercaria/misc,Monodactylidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Monotaxis grandoculis,Monotaxis grandoculis,Monotaxis grandoculis,(Forsskål 1775),Actinopteri,Perciformes,Lethrinidae,1,1,0,0,1,0,NA,NA,NA,0,1,introducued/invaded,2007,NA,Mob,Night,Sol,Low,IM,0,0
Mora moro,Mora moro,NA,"(Risso, 1810)",Actinopteri,Gadiformes,Moridae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Mugil cephalus,Mugil cephalus,NA,"Linnaeus, 1758",Actinopteri,Mugiliformes,Mugilidae,1,1,0,1,1,0,NA,NA,NA,0,1,known_distribution,,NA,NA,NA,NA,NA,NA,0,0
Mulloidichthys flavolineatus,Mulloidichthys flavicaudus,Mulloidichthys flavolineatus,Fernandez-Silva & Randall 2016,Actinopteri,Mulliformes,Mullidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,MedG,Bottom,IM,0,0
Mulloidichthys vanicolensis,Mulloidichthys vanicolensis,Mulloidichthys vanicolensis,Valenciennes 1831,Actinopteri,Mulliformes,Mullidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,MedG,Bottom,IM,0,0
Mullus barbatus,Mullus barbatus,Mullus barbatus,"Linnaeus, 1758",Actinopteri,Perciformes,Mullidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,MedG,Low,IM,0,0
Mullus surmuletus,Mullus surmuletus,Mullus surmuletus,"Linnaeus, 1759",Actinopteri,Perciformes,Mullidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,MedG,Low,IM,0,0
Muraena helena,Muraena helena,Muraena helena,"Linnaeus, 1758",Actinopteri,Anguilliformes,Muraenidae,1,1,0,1,1,0,NA,NA,NA,1,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,0,0
Muraenesox cinereus,Muraenesox cinereus,NA,"(Forsskål, 1775)",Actinopteri,Anguilliformes,Muraenesocidae,1,1,0,1,1,1,1979,Single Record,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Muraenichthys schultzei,Muraenichthys schultzei,NA,Bleeker 1857,Actinopteri,Anguilliformes,Ophichthidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Mustelus asterias,Mustelus asterias,NA,"Cloquet, 1819",Elasmobranchii,Carcharhiniformes,Triakidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Mustelus mosis,Mustelus mosis,NA,Hemprich & Ehrenberg 1899,Elasmobranchii,Carcharhiniformes,Triakidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,FC,0,0
Mustelus mustelus,Mustelus mustelus,NA,"(Linnaeus, 1758)",Elasmobranchii,Carcharhiniformes,Triakidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Mustelus punctulatus,Mustelus punctulatus,NA,"Risso, 1827",Elasmobranchii,Carcharhiniformes,Triakidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,0,0
Mycteroperca fusca,Mycteroperca fusca,NA,"(Lowe, 1838)",Actinopteri,Perciformes,Serranidae,0,1,0,1,0,1,2010,Single Record,,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,FC,0,0
Mycteroperca rubra,Mycteroperca rubra,Mycteroperca rubra,"(Bloch, 1793)",Actinopteri,Perciformes,Serranidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,FC,0,0
Myctophum punctatum,Myctophum punctatum,NA,"Rafinesque, 1810",Actinopteri,Myctophiformes,Myctophidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Myliobatis aquila,Myliobatis aquila,NA,"(Linnaeus, 1758)",Elasmobranchii,Myliobatiformes,Myliobatidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Myrichthys colubrinus,Myrichthys colubrinus,Myrichthys colubrinus,Boddaert 1781,Actinopteri,Anguilliformes,Ophichthidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Myrichthys maculosus,Myrichthys maculosus,Myrichthys maculosus,Cuvier 1816,Actinopteri,Anguilliformes,Ophichthidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Myripristis chryseres,Myripristis chryseres,NA,Jordan & Evermann 1903,Actinopteri,Holocentriformes,Holocentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,SmallG,Low,PK,0,0
Myripristis murdjan,Myripristis murdjan,Myripristis murdjan,Forsskål in Niebuhr 1775,Actinopteri,Holocentriformes,Holocentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,SmallG,Low,PK,0,0
Myripristis xanthacra,Myripristis xanthacra,NA,Randall & Guézé 1981,Actinopteri,Holocentriformes,Holocentridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,MedG,Low,PK,0,0
Myrophis microchir,Myrophis microchir,NA,Bleeker 1864,Actinopteri,Anguilliformes,Ophichthidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Myxine glutinosa,Myxine glutinosa,NA,"Linnaeus, 1758",Myxini,Myxiniformes,Myxinidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nansenia iberica,Nansenia iberica,NA,"Matallanas, 1985",Actinopteri,Argentiniformes,Microstomatidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nansenia oblita,Nansenia oblita,NA,"(Facciolą, 1887)",Actinopteri,Argentiniformes,Microstomatidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Naso annulatus,Naso annulatus,NA,Quoy & Gaimard 1825,Actinopteri,Acanthuriformes,Acanthuridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,MedG,High,PK,0,0
Naso brevirostris,Naso brevirostris,NA,Cuvier 1829,Actinopteri,Acanthuriformes,Acanthuridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,LargeG,Low,OM,0,0
Naso elegans,Naso elegans,Naso elegans,Rüppell 1829,Actinopteri,Acanthuriformes,Acanthuridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,HM,0,0
Naso hexacanthus,Naso hexacanthus,Naso hexacanthus,Bleeker 1855,Actinopteri,Acanthuriformes,Acanthuridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,LargeG,High,PK,0,0
Naso unicornis,Naso unicornis,Naso unicornis,Forsskål 1775,Actinopteri,Acanthuriformes,Acanthuridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,HM,0,0
Naucrates ductor,Naucrates ductor,NA,"(Linnaeus, 1758)",Actinopteri,Carangiformes,Carangidae,1,1,0,1,1,0,NA,NA,NA,0,1,known_distribution,,NA,VMob,Both,SmallG,High,FC,0,0
Neamia octospina,Neamia octospina,NA,Smith & Radcliffe 1912,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Nebrius ferrugineus,Nebrius ferrugineus,NA,Lesson 1831,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Nectamia annularis,Nectamia annularis,Nectamia annularis,Rüppell 1829,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,SmallG,Low,PK,0,0
Nectamia fusca,Nectamia fusca,Nectamia fusca,Quoy & Gaimard 1824,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,MedG,Low,PK,0,0
Nectamia zebrina,Nectamia zebrina,Nectamia zebrina,"Fraser, Randall & Lachner 1999",Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,SmallG,Low,PK,0,0
Neenchelys microtretus,Neenchelys microtretus,NA,Bamber 1915,Actinopteri,Anguilliformes,Ophichthidae,1,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
